omega*t					L0					Lprime					( Lprime - L0 ) / L0					dL_h/L0					dL_f/L0					dL_n/L0					dL_s/L0					v_RV_avg
4.1846					8.16395e+32					8.16379e+32					-1.96643e-05					-4.12219e-08					-1.96781e-05					1.03055e-08					4.46571e-08					8.33526
4.19088					8.16395e+32					8.16379e+32					-1.95852e-05					-4.13467e-08					-1.9599e-05					1.03367e-08					4.47923e-08					8.26321
4.19717					8.16395e+32					8.16379e+32					-1.9503e-05					-4.14649e-08					-1.95168e-05					1.03662e-08					4.49203e-08					8.18986
4.20345					8.16395e+32					8.16379e+32					-1.94177e-05					-4.15766e-08					-1.94315e-05					1.03942e-08					4.50413e-08					8.11521
4.20973					8.16395e+32					8.16379e+32					-1.93293e-05					-4.16817e-08					-1.93432e-05					1.04204e-08					4.51552e-08					8.03928
4.21602					8.16395e+32					8.16379e+32					-1.92379e-05					-4.17803e-08					-1.92518e-05					1.04451e-08					4.5262e-08					7.96208
4.2223					8.16395e+32					8.16379e+32					-1.91434e-05					-4.18722e-08					-1.91574e-05					1.04681e-08					4.53616e-08					7.88363
4.22858					8.16395e+32					8.16379e+32					-1.90459e-05					-4.19575e-08					-1.90599e-05					1.04894e-08					4.5454e-08					7.80393
4.23487					8.16395e+32					8.1638e+32					-1.89454e-05					-4.20363e-08					-1.89594e-05					1.05091e-08					4.55393e-08					7.723
4.24115					8.16395e+32					8.1638e+32					-1.88419e-05					-4.21083e-08					-1.8856e-05					1.05271e-08					4.56173e-08					7.64084
4.24743					8.16395e+32					8.1638e+32					-1.87355e-05					-4.21737e-08					-1.87495e-05					1.05434e-08					4.56882e-08					7.55748
4.25372					8.16395e+32					8.1638e+32					-1.86261e-05					-4.22325e-08					-1.86401e-05					1.05581e-08					4.57519e-08					7.47293
4.26					8.16395e+32					8.1638e+32					-1.85137e-05					-4.22846e-08					-1.85278e-05					1.05711e-08					4.58083e-08					7.3872
4.26628					8.16395e+32					8.1638e+32					-1.83984e-05					-4.233e-08					-1.84125e-05					1.05825e-08					4.58575e-08					7.3003
4.27257					8.16395e+32					8.1638e+32					-1.82802e-05					-4.23687e-08					-1.82943e-05					1.05922e-08					4.58994e-08					7.21225
4.27885					8.16395e+32					8.1638e+32					-1.81591e-05					-4.24008e-08					-1.81733e-05					1.06002e-08					4.59342e-08					7.12306
4.28513					8.16395e+32					8.1638e+32					-1.80352e-05					-4.24261e-08					-1.80493e-05					1.06065e-08					4.59616e-08					7.03274
4.29142					8.16395e+32					8.1638e+32					-1.79084e-05					-4.24447e-08					-1.79226e-05					1.06112e-08					4.59818e-08					6.94132
4.2977					8.16395e+32					8.16381e+32					-1.77788e-05					-4.24567e-08					-1.77929e-05					1.06142e-08					4.59947e-08					6.84879
4.30398					8.16395e+32					8.16381e+32					-1.76464e-05					-4.24619e-08					-1.76605e-05					1.06155e-08					4.60004e-08					6.75519
4.31027					8.16395e+32					8.16381e+32					-1.75111e-05					-4.24604e-08					-1.75253e-05					1.06151e-08					4.59988e-08					6.66052
4.31655					8.16395e+32					8.16381e+32					-1.73732e-05					-4.24523e-08					-1.73873e-05					1.06131e-08					4.599e-08					6.5648
4.32283					8.16395e+32					8.16381e+32					-1.72324e-05					-4.24374e-08					-1.72466e-05					1.06093e-08					4.59738e-08					6.46804
4.32911					8.16395e+32					8.16381e+32					-1.7089e-05					-4.24158e-08					-1.71031e-05					1.0604e-08					4.59505e-08					6.37026
4.3354					8.16395e+32					8.16381e+32					-1.69429e-05					-4.23875e-08					-1.6957e-05					1.05969e-08					4.59198e-08					6.27147
4.34168					8.16395e+32					8.16381e+32					-1.6794e-05					-4.23525e-08					-1.68082e-05					1.05881e-08					4.58819e-08					6.17169
4.34796					8.16395e+32					8.16381e+32					-1.66426e-05					-4.23109e-08					-1.66567e-05					1.05777e-08					4.58368e-08					6.07094
4.35425					8.16395e+32					8.16382e+32					-1.64885e-05					-4.22625e-08					-1.65026e-05					1.05656e-08					4.57844e-08					5.96923
4.36053					8.16395e+32					8.16382e+32					-1.63318e-05					-4.22075e-08					-1.63458e-05					1.05519e-08					4.57248e-08					5.86658
4.36681					8.16395e+32					8.16382e+32					-1.61725e-05					-4.21459e-08					-1.61865e-05					1.05365e-08					4.5658e-08					5.763
4.3731					8.16395e+32					8.16382e+32					-1.60107e-05					-4.20775e-08					-1.60247e-05					1.05194e-08					4.5584e-08					5.65851
4.37938					8.16395e+32					8.16382e+32					-1.58463e-05					-4.20025e-08					-1.58603e-05					1.05006e-08					4.55027e-08					5.55313
4.38566					8.16395e+32					8.16382e+32					-1.56794e-05					-4.19209e-08					-1.56934e-05					1.04802e-08					4.54143e-08					5.44687
4.39195					8.16395e+32					8.16382e+32					-1.55101e-05					-4.18327e-08					-1.5524e-05					1.04582e-08					4.53187e-08					5.33975
4.39823					8.16395e+32					8.16382e+32					-1.53383e-05					-4.17378e-08					-1.53522e-05					1.04345e-08					4.5216e-08					5.23179
4.40451					8.16395e+32					8.16383e+32					-1.51641e-05					-4.16364e-08					-1.5178e-05					1.04091e-08					4.51061e-08					5.123
4.4108					8.16395e+32					8.16383e+32					-1.49875e-05					-4.15284e-08					-1.50013e-05					1.03821e-08					4.49891e-08					5.0134
4.41708					8.16395e+32					8.16383e+32					-1.48085e-05					-4.14139e-08					-1.48223e-05					1.03535e-08					4.4865e-08					4.90301
4.42336					8.16395e+32					8.16383e+32					-1.46272e-05					-4.12927e-08					-1.4641e-05					1.03232e-08					4.47338e-08					4.79185
4.42965					8.16395e+32					8.16383e+32					-1.44436e-05					-4.11651e-08					-1.44573e-05					1.02913e-08					4.45956e-08					4.67993
4.43593					8.16395e+32					8.16383e+32					-1.42577e-05					-4.1031e-08					-1.42713e-05					1.02578e-08					4.44503e-08					4.56727
4.44221					8.16395e+32					8.16384e+32					-1.40695e-05					-4.08904e-08					-1.40831e-05					1.02226e-08					4.42979e-08					4.45389
4.4485					8.16395e+32					8.16384e+32					-1.38791e-05					-4.07433e-08					-1.38927e-05					1.01858e-08					4.41386e-08					4.33981
4.45478					8.16395e+32					8.16384e+32					-1.36866e-05					-4.05898e-08					-1.37001e-05					1.01475e-08					4.39723e-08					4.22504
4.46106					8.16395e+32					8.16384e+32					-1.34918e-05					-4.04299e-08					-1.35053e-05					1.01075e-08					4.37991e-08					4.1096
4.46734					8.16395e+32					8.16384e+32					-1.3295e-05					-4.02637e-08					-1.33084e-05					1.00659e-08					4.3619e-08					3.99351
4.47363					8.16395e+32					8.16384e+32					-1.3096e-05					-4.0091e-08					-1.31094e-05					1.00228e-08					4.34319e-08					3.8768
4.47991					8.16395e+32					8.16384e+32					-1.2895e-05					-3.9912e-08					-1.29083e-05					9.97801e-09					4.3238e-08					3.75947
4.48619					8.16395e+32					8.16385e+32					-1.26919e-05					-3.97268e-08					-1.27052e-05					9.93169e-09					4.30373e-08					3.64155
4.49248					8.16395e+32					8.16385e+32					-1.24869e-05					-3.95352e-08					-1.25e-05					9.8838e-09					4.28298e-08					3.52305
4.49876					8.16395e+32					8.16385e+32					-1.22798e-05					-3.93374e-08					-1.22929e-05					9.83435e-09					4.26155e-08					3.404
4.50504					8.16395e+32					8.16385e+32					-1.20709e-05					-3.91334e-08					-1.20839e-05					9.78335e-09					4.23945e-08					3.28441
4.51133					8.16395e+32					8.16385e+32					-1.186e-05					-3.89232e-08					-1.18729e-05					9.7308e-09					4.21668e-08					3.1643
4.51761					8.16395e+32					8.16386e+32					-1.16472e-05					-3.87069e-08					-1.16601e-05					9.67672e-09					4.19325e-08					3.04369
4.52389					8.16395e+32					8.16386e+32					-1.14326e-05					-3.84844e-08					-1.14454e-05					9.62111e-09					4.16915e-08					2.9226
4.53018					8.16395e+32					8.16386e+32					-1.12162e-05					-3.82559e-08					-1.1229e-05					9.56398e-09					4.14439e-08					2.80105
4.53646					8.16395e+32					8.16386e+32					-1.0998e-05					-3.80213e-08					-1.10107e-05					9.50534e-09					4.11898e-08					2.67905
4.54274					8.16395e+32					8.16386e+32					-1.07781e-05					-3.77808e-08					-1.07907e-05					9.4452e-09					4.09292e-08					2.55664
4.54903					8.16395e+32					8.16386e+32					-1.05565e-05					-3.75342e-08					-1.0569e-05					9.38356e-09					4.06621e-08					2.43382
4.55531					8.16395e+32					8.16387e+32					-1.03332e-05					-3.72818e-08					-1.03457e-05					9.32045e-09					4.03886e-08					2.31061
4.56159					8.16395e+32					8.16387e+32					-1.01083e-05					-3.70234e-08					-1.01207e-05					9.25586e-09					4.01087e-08					2.18704
4.56788					8.16395e+32					8.16387e+32					-9.88182e-06					-3.67592e-08					-9.89407e-06					9.18981e-09					3.98225e-08					2.06313
4.57416					8.16395e+32					8.16387e+32					-9.65375e-06					-3.64892e-08					-9.66592e-06					9.12231e-09					3.953e-08					1.93889
4.58044					8.16395e+32					8.16387e+32					-9.42416e-06					-3.62135e-08					-9.43623e-06					9.05337e-09					3.92313e-08					1.81434
4.58673					8.16395e+32					8.16388e+32					-9.19308e-06					-3.5932e-08					-9.20506e-06					8.983e-09					3.89263e-08					1.68951
4.59301					8.16395e+32					8.16388e+32					-8.96055e-06					-3.56448e-08					-8.97243e-06					8.91121e-09					3.86153e-08					1.56441
4.59929					8.16395e+32					8.16388e+32					-8.72661e-06					-3.53521e-08					-8.73839e-06					8.83802e-09					3.82981e-08					1.43906
4.60557					8.16395e+32					8.16388e+32					-8.49128e-06					-3.50537e-08					-8.50297e-06					8.76343e-09					3.79748e-08					1.31349
4.61186					8.16395e+32					8.16388e+32					-8.25462e-06					-3.47498e-08					-8.2662e-06					8.68745e-09					3.76456e-08					1.1877
4.61814					8.16395e+32					8.16388e+32					-8.01665e-06					-3.44404e-08					-8.02813e-06					8.6101e-09					3.73104e-08					1.06173
4.62442					8.16395e+32					8.16389e+32					-7.77741e-06					-3.41256e-08					-7.78879e-06					8.5314e-09					3.69694e-08					0.935598
4.63071					8.16395e+32					8.16389e+32					-7.53695e-06					-3.38054e-08					-7.54822e-06					8.45134e-09					3.66225e-08					0.809313
4.63699					8.16395e+32					8.16389e+32					-7.2953e-06					-3.34798e-08					-7.30646e-06					8.36995e-09					3.62698e-08					0.6829
4.64327					8.16395e+32					8.16389e+32					-7.05249e-06					-3.3149e-08					-7.06354e-06					8.28724e-09					3.59114e-08					0.55638
4.64956					8.16395e+32					8.16389e+32					-6.80857e-06					-3.28129e-08					-6.81951e-06					8.20323e-09					3.55473e-08					0.429772
4.65584					8.16395e+32					8.1639e+32					-6.56358e-06					-3.24716e-08					-6.5744e-06					8.11791e-09					3.51776e-08					0.303096
4.66212					8.16395e+32					8.1639e+32					-6.31755e-06					-3.21253e-08					-6.32826e-06					8.03132e-09					3.48024e-08					0.176371
4.66841					8.16395e+32					8.1639e+32					-6.07052e-06					-3.17738e-08					-6.08111e-06					7.94345e-09					3.44216e-08					0.0496196
4.67469					8.16395e+32					8.1639e+32					-5.82253e-06					-3.14173e-08					-5.83301e-06					7.85433e-09					3.40354e-08					-0.0771401
4.68097					8.16395e+32					8.1639e+32					-5.57363e-06					-3.10559e-08					-5.58398e-06					7.76397e-09					3.36439e-08					-0.203888
4.68726					8.16395e+32					8.16391e+32					-5.32384e-06					-3.06896e-08					-5.33407e-06					7.67239e-09					3.3247e-08					-0.330603
4.69354					8.16395e+32					8.16391e+32					-5.07322e-06					-3.03184e-08					-5.08332e-06					7.57959e-09					3.28449e-08					-0.457266
4.69982					8.16395e+32					8.16391e+32					-4.82179e-06					-2.99424e-08					-4.83177e-06					7.4856e-09					3.24376e-08					-0.583857
4.70611					8.16395e+32					8.16391e+32					-4.5696e-06					-2.95617e-08					-4.57945e-06					7.39042e-09					3.20252e-08					-0.710356
4.71239					8.16395e+32					8.16391e+32					-4.31669e-06					-2.91763e-08					-4.32641e-06					7.29408e-09					3.16077e-08					-0.836742
4.71867					8.16395e+32					8.16392e+32					-4.0631e-06					-2.87863e-08					-4.07269e-06					7.19659e-09					3.11852e-08					-0.962997
4.72496					8.16395e+32					8.16392e+32					-3.80886e-06					-2.83918e-08					-3.81832e-06					7.09796e-09					3.07578e-08					-1.0891
4.73124					8.16395e+32					8.16392e+32					-3.55403e-06					-2.79928e-08					-3.56336e-06					6.9982e-09					3.03256e-08					-1.21503
4.73752					8.16395e+32					8.16392e+32					-3.29863e-06					-2.75894e-08					-3.30782e-06					6.89735e-09					2.98885e-08					-1.34077
4.7438					8.16395e+32					8.16393e+32					-3.04271e-06					-2.71816e-08					-3.05177e-06					6.7954e-09					2.94467e-08					-1.46629
4.75009					8.16395e+32					8.16393e+32					-2.78631e-06					-2.67695e-08					-2.79524e-06					6.69238e-09					2.90003e-08					-1.59159
4.75637					8.16395e+32					8.16393e+32					-2.52947e-06					-2.63532e-08					-2.53826e-06					6.58831e-09					2.85493e-08					-1.71663
4.76265					8.16395e+32					8.16393e+32					-2.27224e-06					-2.59328e-08					-2.28088e-06					6.48319e-09					2.80938e-08					-1.84141
4.76894					8.16395e+32					8.16393e+32					-2.01464e-06					-2.55082e-08					-2.02314e-06					6.37705e-09					2.76339e-08					-1.96589
4.77522					8.16395e+32					8.16394e+32					-1.75673e-06					-2.50796e-08					-1.76509e-06					6.2699e-09					2.71696e-08					-2.09006
4.7815					8.16395e+32					8.16394e+32					-1.49853e-06					-2.46471e-08					-1.50675e-06					6.16177e-09					2.6701e-08					-2.2139
4.78779					8.16395e+32					8.16394e+32					-1.24011e-06					-2.42106e-08					-1.24818e-06					6.05266e-09					2.62282e-08					-2.33739
4.79407					8.16395e+32					8.16394e+32					-9.81481e-07					-2.37704e-08					-9.89404e-07					5.94259e-09					2.57512e-08					-2.46052
4.80035					8.16395e+32					8.16394e+32					-7.22701e-07					-2.33263e-08					-7.30477e-07					5.83159e-09					2.52702e-08					-2.58325
4.80664					8.16395e+32					8.16395e+32					-4.63808e-07					-2.28786e-08					-4.71434e-07					5.71966e-09					2.47852e-08					-2.70558
4.81292					8.16395e+32					8.16395e+32					-2.04841e-07					-2.24273e-08					-2.12317e-07					5.60683e-09					2.42963e-08					-2.82748
4.8192					8.16395e+32					8.16395e+32					5.41584e-08					-2.19725e-08					4.68342e-08					5.49312e-09					2.38035e-08					-2.94893
4.82549					8.16395e+32					8.16395e+32					3.13149e-07					-2.15142e-08					3.05978e-07					5.37854e-09					2.3307e-08					-3.06992
4.83177					8.16395e+32					8.16395e+32					5.7209e-07					-2.10524e-08					5.65073e-07					5.26311e-09					2.28068e-08					-3.19042
4.83805					8.16395e+32					8.16396e+32					8.30941e-07					-2.05874e-08					8.24078e-07					5.14685e-09					2.2303e-08					-3.31042
4.84434					8.16395e+32					8.16396e+32					1.08966e-06					-2.01191e-08					1.08295e-06					5.02977e-09					2.17957e-08					-3.42989
4.85062					8.16395e+32					8.16396e+32					1.34821e-06					-1.96476e-08					1.34166e-06					4.9119e-09					2.12849e-08					-3.54883
4.8569					8.16395e+32					8.16396e+32					1.60654e-06					-1.9173e-08					1.60015e-06					4.79326e-09					2.07708e-08					-3.6672
4.86319					8.16395e+32					8.16397e+32					1.86462e-06					-1.86954e-08					1.85839e-06					4.67386e-09					2.02534e-08					-3.785
4.86947					8.16395e+32					8.16397e+32					2.12241e-06					-1.82149e-08					2.11634e-06					4.55372e-09					1.97328e-08					-3.90219
4.87575					8.16395e+32					8.16397e+32					2.37986e-06					-1.77314e-08					2.37395e-06					4.43286e-09					1.92091e-08					-4.01877
4.88203					8.16395e+32					8.16397e+32					2.63694e-06					-1.72452e-08					2.63119e-06					4.3113e-09					1.86823e-08					-4.13472
4.88832					8.16395e+32					8.16397e+32					2.8936e-06					-1.67563e-08					2.88801e-06					4.18906e-09					1.81526e-08					-4.25001
4.8946					8.16395e+32					8.16398e+32					3.1498e-06					-1.62647e-08					3.14438e-06					4.06616e-09					1.762e-08					-4.36463
4.90088					8.16395e+32					8.16398e+32					3.4055e-06					-1.57705e-08					3.40025e-06					3.94262e-09					1.70847e-08					-4.47857
4.90717					8.16395e+32					8.16398e+32					3.66067e-06					-1.52738e-08					3.65558e-06					3.81846e-09					1.65466e-08					-4.59179
4.91345					8.16395e+32					8.16398e+32					3.91526e-06					-1.47747e-08					3.91033e-06					3.69369e-09					1.6006e-08					-4.70429
4.91973					8.16395e+32					8.16398e+32					4.16923e-06					-1.42733e-08					4.16447e-06					3.56834e-09					1.54628e-08					-4.81605
4.92602					8.16395e+32					8.16399e+32					4.42254e-06					-1.37697e-08					4.41795e-06					3.44242e-09					1.49172e-08					-4.92705
4.9323					8.16395e+32					8.16399e+32					4.67516e-06					-1.32638e-08					4.67073e-06					3.31596e-09					1.43692e-08					-5.03727
4.93858					8.16395e+32					8.16399e+32					4.92703e-06					-1.27559e-08					4.92278e-06					3.18898e-09					1.38189e-08					-5.14669
4.94487					8.16395e+32					8.16399e+32					5.17813e-06					-1.2246e-08					5.17405e-06					3.06149e-09					1.32665e-08					-5.2553
4.95115					8.16395e+32					8.16399e+32					5.42841e-06					-1.17341e-08					5.4245e-06					2.93353e-09					1.27119e-08					-5.36308
4.95743					8.16395e+32					8.164e+32					5.67783e-06					-1.12204e-08					5.67409e-06					2.80509e-09					1.21554e-08					-5.47002
4.96372					8.16395e+32					8.164e+32					5.92636e-06					-1.07049e-08					5.92279e-06					2.67622e-09					1.15969e-08					-5.57609
4.97					8.16395e+32					8.164e+32					6.17395e-06					-1.01877e-08					6.17055e-06					2.54692e-09					1.10367e-08					-5.68128
4.97628					8.16395e+32					8.164e+32					6.42056e-06					-9.66888e-09					6.41734e-06					2.41722e-09					1.04746e-08					-5.78557
4.98257					8.16395e+32					8.164e+32					6.66617e-06					-9.14855e-09					6.66312e-06					2.28714e-09					9.91093e-09					-5.88895
4.98885					8.16395e+32					8.16401e+32					6.91071e-06					-8.62678e-09					6.90784e-06					2.15669e-09					9.34567e-09					-5.9914
4.99513					8.16395e+32					8.16401e+32					7.15417e-06					-8.10364e-09					7.15147e-06					2.02591e-09					8.77895e-09					-6.0929
5.00142					8.16395e+32					8.16401e+32					7.3965e-06					-7.57923e-09					7.39397e-06					1.89481e-09					8.21083e-09					-6.19344
5.0077					8.16395e+32					8.16401e+32					7.63766e-06					-7.05362e-09					7.63531e-06					1.7634e-09					7.64142e-09					-6.293
5.01398					8.16395e+32					8.16401e+32					7.87761e-06					-6.52689e-09					7.87544e-06					1.63172e-09					7.0708e-09					-6.39157
5.02027					8.16395e+32					8.16402e+32					8.11632e-06					-5.99914e-09					8.11432e-06					1.49978e-09					6.49906e-09					-6.48913
5.02655					8.16395e+32					8.16402e+32					8.35375e-06					-5.47043e-09					8.35193e-06					1.36761e-09					5.9263e-09					-6.58567
5.03283					8.16395e+32					8.16402e+32					8.58986e-06					-4.94087e-09					8.58821e-06					1.23522e-09					5.35261e-09					-6.68116
5.03911					8.16395e+32					8.16402e+32					8.82461e-06					-4.41052e-09					8.82314e-06					1.10263e-09					4.77806e-09					-6.7756
5.0454					8.16395e+32					8.16402e+32					9.05797e-06					-3.87948e-09					9.05668e-06					9.69869e-10					4.20277e-09					-6.86897
5.05168					8.16395e+32					8.16403e+32					9.2899e-06					-3.34782e-09					9.28878e-06					8.36955e-10					3.62681e-09					-6.96126
5.05796					8.16395e+32					8.16403e+32					9.52036e-06					-2.81564e-09					9.51942e-06					7.03909e-10					3.05027e-09					-7.05244
5.06425					8.16395e+32					8.16403e+32					9.74932e-06					-2.28301e-09					9.74856e-06					5.70752e-10					2.47326e-09					-7.14252
5.07053					8.16395e+32					8.16403e+32					9.97674e-06					-1.75002e-09					9.97616e-06					4.37504e-10					1.89585e-09					-7.23146
5.07681					8.16395e+32					8.16403e+32					1.02026e-05					-1.21675e-09					1.02022e-05					3.04188e-10					1.31815e-09					-7.31926
5.0831					8.16395e+32					8.16404e+32					1.04268e-05					-6.83292e-10					1.04266e-05					1.70823e-10					7.40233e-10					-7.40591
5.08938					8.16395e+32					8.16404e+32					1.06494e-05					-1.49726e-10					1.06494e-05					3.74315e-11					1.62203e-10					-7.49139
5.09566					8.16395e+32					8.16404e+32					1.08703e-05					3.83864e-10					1.08704e-05					-9.5966e-11					-4.15853e-10					-7.57568
5.10195					8.16395e+32					8.16404e+32					1.10895e-05					9.17393e-10					1.10898e-05					-2.29348e-10					-9.93843e-10					-7.65878
5.10823					8.16395e+32					8.16404e+32					1.13069e-05					1.45078e-09					1.13074e-05					-3.62694e-10					-1.57168e-09					-7.74067
5.11451					8.16395e+32					8.16404e+32					1.15226e-05					1.98393e-09					1.15232e-05					-4.95983e-10					-2.14926e-09					-7.82134
5.1208					8.16395e+32					8.16405e+32					1.17364e-05					2.51677e-09					1.17373e-05					-6.29194e-10					-2.72651e-09					-7.90077
5.12708					8.16395e+32					8.16405e+32					1.19484e-05					3.04922e-09					1.19494e-05					-7.62305e-10					-3.30332e-09					-7.97895
5.13336					8.16395e+32					8.16405e+32					1.21585e-05					3.58118e-09					1.21597e-05					-8.95296e-10					-3.87961e-09					-8.05588
5.13965					8.16395e+32					8.16405e+32					1.23667e-05					4.11258e-09					1.2368e-05					-1.02815e-09					-4.4553e-09					-8.13153
5.14593					8.16395e+32					8.16405e+32					1.25729e-05					4.64333e-09					1.25744e-05					-1.16083e-09					-5.03027e-09					-8.2059
5.15221					8.16395e+32					8.16405e+32					1.27771e-05					5.17334e-09					1.27788e-05					-1.29334e-09					-5.60446e-09					-8.27897
5.1585					8.16395e+32					8.16406e+32					1.29793e-05					5.70254e-09					1.29812e-05					-1.42564e-09					-6.17775e-09					-8.35073
5.16478					8.16395e+32					8.16406e+32					1.31795e-05					6.23084e-09					1.31816e-05					-1.55771e-09					-6.75008e-09					-8.42118
5.17106					8.16395e+32					8.16406e+32					1.33776e-05					6.75815e-09					1.33798e-05					-1.68954e-09					-7.32133e-09					-8.49029
5.17734					8.16395e+32					8.16406e+32					1.35735e-05					7.2844e-09					1.3576e-05					-1.8211e-09					-7.89143e-09					-8.55807
5.18363					8.16395e+32					8.16406e+32					1.37674e-05					7.80949e-09					1.377e-05					-1.95237e-09					-8.46029e-09					-8.62449
5.18991					8.16395e+32					8.16406e+32					1.3959e-05					8.33336e-09					1.39618e-05					-2.08334e-09					-9.0278e-09					-8.68955
5.19619					8.16395e+32					8.16407e+32					1.41485e-05					8.8559e-09					1.41514e-05					-2.21398e-09					-9.5939e-09					-8.75324
5.20248					8.16395e+32					8.16407e+32					1.43357e-05					9.37705e-09					1.43388e-05					-2.34426e-09					-1.01585e-08					-8.81555
5.20876					8.16395e+32					8.16407e+32					1.45206e-05					9.89672e-09					1.45239e-05					-2.47418e-09					-1.07214e-08					-8.87647
5.21504					8.16395e+32					8.16407e+32					1.47033e-05					1.04148e-08					1.47068e-05					-2.60371e-09					-1.12827e-08					-8.93598
5.22133					8.16395e+32					8.16407e+32					1.48836e-05					1.09313e-08					1.48873e-05					-2.73282e-09					-1.18422e-08					-8.99408
5.22761					8.16395e+32					8.16407e+32					1.50616e-05					1.1446e-08					1.50654e-05					-2.8615e-09					-1.23999e-08					-9.05077
5.23389					8.16395e+32					8.16407e+32					1.52372e-05					1.19589e-08					1.52412e-05					-2.98974e-09					-1.29555e-08					-9.10602
5.24018					8.16395e+32					8.16408e+32					1.54104e-05					1.247e-08					1.54146e-05					-3.1175e-09					-1.35092e-08					-9.15983
5.24646					8.16395e+32					8.16408e+32					1.55812e-05					1.29791e-08					1.55855e-05					-3.24476e-09					-1.40606e-08					-9.2122
5.25274					8.16395e+32					8.16408e+32					1.57495e-05					1.34861e-08					1.5754e-05					-3.37152e-09					-1.46099e-08					-9.26312
5.25903					8.16395e+32					8.16408e+32					1.59153e-05					1.3991e-08					1.592e-05					-3.49774e-09					-1.51569e-08					-9.31257
5.26531					8.16395e+32					8.16408e+32					1.60786e-05					1.44936e-08					1.60835e-05					-3.62341e-09					-1.57014e-08					-9.36055
5.27159					8.16395e+32					8.16408e+32					1.62394e-05					1.4994e-08					1.62444e-05					-3.74851e-09					-1.62435e-08					-9.40705
5.27788					8.16395e+32					8.16408e+32					1.63976e-05					1.54921e-08					1.64028e-05					-3.87301e-09					-1.67831e-08					-9.45207
5.28416					8.16395e+32					8.16409e+32					1.65532e-05					1.59876e-08					1.65586e-05					-3.99691e-09					-1.73199e-08					-9.49559
5.29044					8.16395e+32					8.16409e+32					1.67062e-05					1.64807e-08					1.67117e-05					-4.12017e-09					-1.78541e-08					-9.53762
5.29673					8.16395e+32					8.16409e+32					1.68566e-05					1.69711e-08					1.68623e-05					-4.24279e-09					-1.83854e-08					-9.57814
5.30301					8.16395e+32					8.16409e+32					1.70043e-05					1.74589e-08					1.70101e-05					-4.36473e-09					-1.89138e-08					-9.61714
5.30929					8.16395e+32					8.16409e+32					1.71493e-05					1.79439e-08					1.71553e-05					-4.48598e-09					-1.94393e-08					-9.65463
5.31557					8.16395e+32					8.16409e+32					1.72916e-05					1.84261e-08					1.72978e-05					-4.60653e-09					-1.99616e-08					-9.69059
5.32186					8.16395e+32					8.16409e+32					1.74312e-05					1.89054e-08					1.74375e-05					-4.72634e-09					-2.04808e-08					-9.72503
5.32814					8.16395e+32					8.16409e+32					1.7568e-05					1.93817e-08					1.75745e-05					-4.84542e-09					-2.09968e-08					-9.75792
5.33442					8.16395e+32					8.16409e+32					1.77021e-05					1.98549e-08					1.77087e-05					-4.96372e-09					-2.15095e-08					-9.78928
5.34071					8.16395e+32					8.1641e+32					1.78333e-05					2.0325e-08					1.78401e-05					-5.08124e-09					-2.20187e-08					-9.81909
5.34699					8.16395e+32					8.1641e+32					1.79618e-05					2.07919e-08					1.79687e-05					-5.19796e-09					-2.25245e-08					-9.84735
5.35327					8.16395e+32					8.1641e+32					1.80874e-05					2.12555e-08					1.80945e-05					-5.31386e-09					-2.30267e-08					-9.87406
5.35956					8.16395e+32					8.1641e+32					1.82101e-05					2.17157e-08					1.82174e-05					-5.42892e-09					-2.35253e-08					-9.8992
5.36584					8.16395e+32					8.1641e+32					1.833e-05					2.21725e-08					1.83374e-05					-5.54313e-09					-2.40202e-08					-9.92279
5.37212					8.16395e+32					8.1641e+32					1.8447e-05					2.26258e-08					1.84545e-05					-5.65645e-09					-2.45113e-08					-9.9448
5.37841					8.16395e+32					8.1641e+32					1.8561e-05					2.30755e-08					1.85687e-05					-5.76889e-09					-2.49985e-08					-9.96525
5.38469					8.16395e+32					8.1641e+32					1.86722e-05					2.35216e-08					1.868e-05					-5.88041e-09					-2.54818e-08					-9.98412
5.39097					8.16395e+32					8.1641e+32					1.87804e-05					2.3964e-08					1.87884e-05					-5.991e-09					-2.5961e-08					-10.0014
5.39726					8.16395e+32					8.1641e+32					1.88856e-05					2.44026e-08					1.88937e-05					-6.10065e-09					-2.64362e-08					-10.0171
5.40354					8.16395e+32					8.16411e+32					1.89878e-05					2.48374e-08					1.89961e-05					-6.20934e-09					-2.69071e-08					-10.0313
5.40982					8.16395e+32					8.16411e+32					1.90871e-05					2.52682e-08					1.90955e-05					-6.31704e-09					-2.73739e-08					-10.0438
5.41611					8.16395e+32					8.16411e+32					1.91833e-05					2.5695e-08					1.91918e-05					-6.42375e-09					-2.78363e-08					-10.0548
5.42239					8.16395e+32					8.16411e+32					1.92765e-05					2.61178e-08					1.92852e-05					-6.52944e-09					-2.82943e-08					-10.0642
5.42867					8.16395e+32					8.16411e+32					1.93666e-05					2.65364e-08					1.93755e-05					-6.6341e-09					-2.87478e-08					-10.0719
5.43496					8.16395e+32					8.16411e+32					1.94537e-05					2.69509e-08					1.94627e-05					-6.73772e-09					-2.91968e-08					-10.0781
5.44124					8.16395e+32					8.16411e+32					1.95377e-05					2.73611e-08					1.95469e-05					-6.84027e-09					-2.96412e-08					-10.0827
5.44752					8.16395e+32					8.16411e+32					1.96187e-05					2.7767e-08					1.96279e-05					-6.94174e-09					-3.00809e-08					-10.0858
