omega*t					L0					Lprime					( Lprime - L0 ) / L0					dL_h/L0					dL_f/L0					dL_n/L0					dL_s/L0					v_RV_avg
0					8.16395e+32					8.16399e+32					4.31669e-06					2.91763e-08					4.32641e-06					-7.29408e-09					-3.16077e-08					0.836742
0.00628319					8.16395e+32					8.16398e+32					4.0631e-06					2.87863e-08					4.07269e-06					-7.19659e-09					-3.11852e-08					0.962997
0.0125664					8.16395e+32					8.16398e+32					3.80886e-06					2.83918e-08					3.81832e-06					-7.09796e-09					-3.07578e-08					1.0891
0.0188496					8.16395e+32					8.16398e+32					3.55403e-06					2.79928e-08					3.56336e-06					-6.9982e-09					-3.03256e-08					1.21503
0.0251327					8.16395e+32					8.16398e+32					3.29863e-06					2.75894e-08					3.30782e-06					-6.89735e-09					-2.98885e-08					1.34077
0.0314159					8.16395e+32					8.16398e+32					3.04271e-06					2.71816e-08					3.05177e-06					-6.7954e-09					-2.94467e-08					1.46629
0.0376991					8.16395e+32					8.16397e+32					2.78631e-06					2.67695e-08					2.79524e-06					-6.69238e-09					-2.90003e-08					1.59159
0.0439823					8.16395e+32					8.16397e+32					2.52947e-06					2.63532e-08					2.53826e-06					-6.58831e-09					-2.85493e-08					1.71663
0.0502655					8.16395e+32					8.16397e+32					2.27224e-06					2.59328e-08					2.28088e-06					-6.48319e-09					-2.80938e-08					1.84141
0.0565487					8.16395e+32					8.16397e+32					2.01464e-06					2.55082e-08					2.02314e-06					-6.37705e-09					-2.76339e-08					1.96589
0.0628319					8.16395e+32					8.16396e+32					1.75673e-06					2.50796e-08					1.76509e-06					-6.2699e-09					-2.71696e-08					2.09006
0.069115					8.16395e+32					8.16396e+32					1.49853e-06					2.46471e-08					1.50675e-06					-6.16177e-09					-2.6701e-08					2.2139
0.0753982					8.16395e+32					8.16396e+32					1.24011e-06					2.42106e-08					1.24818e-06					-6.05266e-09					-2.62282e-08					2.33739
0.0816814					8.16395e+32					8.16396e+32					9.81481e-07					2.37704e-08					9.89404e-07					-5.94259e-09					-2.57512e-08					2.46052
0.0879646					8.16395e+32					8.16396e+32					7.22701e-07					2.33263e-08					7.30477e-07					-5.83159e-09					-2.52702e-08					2.58325
0.0942478					8.16395e+32					8.16395e+32					4.63808e-07					2.28786e-08					4.71434e-07					-5.71966e-09					-2.47852e-08					2.70558
0.100531					8.16395e+32					8.16395e+32					2.04841e-07					2.24273e-08					2.12317e-07					-5.60683e-09					-2.42963e-08					2.82748
0.106814					8.16395e+32					8.16395e+32					-5.41584e-08					2.19725e-08					-4.68342e-08					-5.49312e-09					-2.38035e-08					2.94893
0.113097					8.16395e+32					8.16395e+32					-3.13149e-07					2.15142e-08					-3.05978e-07					-5.37854e-09					-2.3307e-08					3.06992
0.119381					8.16395e+32					8.16395e+32					-5.7209e-07					2.10524e-08					-5.65073e-07					-5.26311e-09					-2.28068e-08					3.19042
0.125664					8.16395e+32					8.16394e+32					-8.30941e-07					2.05874e-08					-8.24078e-07					-5.14685e-09					-2.2303e-08					3.31042
0.131947					8.16395e+32					8.16394e+32					-1.08966e-06					2.01191e-08					-1.08295e-06					-5.02977e-09					-2.17957e-08					3.42989
0.13823					8.16395e+32					8.16394e+32					-1.34821e-06					1.96476e-08					-1.34166e-06					-4.9119e-09					-2.12849e-08					3.54883
0.144513					8.16395e+32					8.16394e+32					-1.60654e-06					1.9173e-08					-1.60015e-06					-4.79326e-09					-2.07708e-08					3.6672
0.150796					8.16395e+32					8.16393e+32					-1.86462e-06					1.86954e-08					-1.85839e-06					-4.67386e-09					-2.02534e-08					3.785
0.15708					8.16395e+32					8.16393e+32					-2.12241e-06					1.82149e-08					-2.11634e-06					-4.55372e-09					-1.97328e-08					3.90219
0.163363					8.16395e+32					8.16393e+32					-2.37986e-06					1.77314e-08					-2.37395e-06					-4.43286e-09					-1.92091e-08					4.01877
0.169646					8.16395e+32					8.16393e+32					-2.63694e-06					1.72452e-08					-2.63119e-06					-4.3113e-09					-1.86823e-08					4.13472
0.175929					8.16395e+32					8.16393e+32					-2.8936e-06					1.67563e-08					-2.88801e-06					-4.18906e-09					-1.81526e-08					4.25001
0.182212					8.16395e+32					8.16392e+32					-3.1498e-06					1.62647e-08					-3.14438e-06					-4.06616e-09					-1.762e-08					4.36463
0.188496					8.16395e+32					8.16392e+32					-3.4055e-06					1.57705e-08					-3.40025e-06					-3.94262e-09					-1.70847e-08					4.47857
0.194779					8.16395e+32					8.16392e+32					-3.66067e-06					1.52738e-08					-3.65558e-06					-3.81846e-09					-1.65466e-08					4.59179
0.201062					8.16395e+32					8.16392e+32					-3.91526e-06					1.47747e-08					-3.91033e-06					-3.69369e-09					-1.6006e-08					4.70429
0.207345					8.16395e+32					8.16392e+32					-4.16923e-06					1.42733e-08					-4.16447e-06					-3.56834e-09					-1.54628e-08					4.81605
0.213628					8.16395e+32					8.16391e+32					-4.42254e-06					1.37697e-08					-4.41795e-06					-3.44242e-09					-1.49172e-08					4.92705
0.219911					8.16395e+32					8.16391e+32					-4.67516e-06					1.32638e-08					-4.67073e-06					-3.31596e-09					-1.43692e-08					5.03727
0.226195					8.16395e+32					8.16391e+32					-4.92703e-06					1.27559e-08					-4.92278e-06					-3.18898e-09					-1.38189e-08					5.14669
0.232478					8.16395e+32					8.16391e+32					-5.17813e-06					1.2246e-08					-5.17405e-06					-3.06149e-09					-1.32665e-08					5.2553
0.238761					8.16395e+32					8.16391e+32					-5.42841e-06					1.17341e-08					-5.4245e-06					-2.93353e-09					-1.27119e-08					5.36308
0.245044					8.16395e+32					8.1639e+32					-5.67783e-06					1.12204e-08					-5.67409e-06					-2.80509e-09					-1.21554e-08					5.47002
0.251327					8.16395e+32					8.1639e+32					-5.92636e-06					1.07049e-08					-5.92279e-06					-2.67622e-09					-1.15969e-08					5.57609
0.257611					8.16395e+32					8.1639e+32					-6.17395e-06					1.01877e-08					-6.17055e-06					-2.54692e-09					-1.10367e-08					5.68128
0.263894					8.16395e+32					8.1639e+32					-6.42056e-06					9.66888e-09					-6.41734e-06					-2.41722e-09					-1.04746e-08					5.78557
0.270177					8.16395e+32					8.1639e+32					-6.66617e-06					9.14855e-09					-6.66312e-06					-2.28714e-09					-9.91093e-09					5.88895
0.27646					8.16395e+32					8.16389e+32					-6.91071e-06					8.62678e-09					-6.90784e-06					-2.15669e-09					-9.34567e-09					5.9914
0.282743					8.16395e+32					8.16389e+32					-7.15417e-06					8.10364e-09					-7.15147e-06					-2.02591e-09					-8.77895e-09					6.0929
0.289027					8.16395e+32					8.16389e+32					-7.3965e-06					7.57923e-09					-7.39397e-06					-1.89481e-09					-8.21083e-09					6.19344
0.29531					8.16395e+32					8.16389e+32					-7.63766e-06					7.05362e-09					-7.63531e-06					-1.7634e-09					-7.64142e-09					6.293
0.301593					8.16395e+32					8.16389e+32					-7.87761e-06					6.52689e-09					-7.87544e-06					-1.63172e-09					-7.0708e-09					6.39157
0.307876					8.16395e+32					8.16388e+32					-8.11632e-06					5.99914e-09					-8.11432e-06					-1.49978e-09					-6.49906e-09					6.48913
0.314159					8.16395e+32					8.16388e+32					-8.35375e-06					5.47043e-09					-8.35193e-06					-1.36761e-09					-5.9263e-09					6.58567
0.320442					8.16395e+32					8.16388e+32					-8.58986e-06					4.94087e-09					-8.58821e-06					-1.23522e-09					-5.35261e-09					6.68116
0.326726					8.16395e+32					8.16388e+32					-8.82461e-06					4.41052e-09					-8.82314e-06					-1.10263e-09					-4.77806e-09					6.7756
0.333009					8.16395e+32					8.16388e+32					-9.05797e-06					3.87948e-09					-9.05668e-06					-9.69869e-10					-4.20277e-09					6.86897
0.339292					8.16395e+32					8.16387e+32					-9.2899e-06					3.34782e-09					-9.28878e-06					-8.36955e-10					-3.62681e-09					6.96126
0.345575					8.16395e+32					8.16387e+32					-9.52036e-06					2.81564e-09					-9.51942e-06					-7.03909e-10					-3.05027e-09					7.05244
0.351858					8.16395e+32					8.16387e+32					-9.74932e-06					2.28301e-09					-9.74856e-06					-5.70752e-10					-2.47326e-09					7.14252
0.358142					8.16395e+32					8.16387e+32					-9.97674e-06					1.75002e-09					-9.97616e-06					-4.37504e-10					-1.89585e-09					7.23146
0.364425					8.16395e+32					8.16387e+32					-1.02026e-05					1.21675e-09					-1.02022e-05					-3.04188e-10					-1.31815e-09					7.31926
0.370708					8.16395e+32					8.16387e+32					-1.04268e-05					6.83292e-10					-1.04266e-05					-1.70823e-10					-7.40233e-10					7.40591
0.376991					8.16395e+32					8.16386e+32					-1.06494e-05					1.49726e-10					-1.06494e-05					-3.74315e-11					-1.62203e-10					7.49139
0.383274					8.16395e+32					8.16386e+32					-1.08703e-05					-3.83864e-10					-1.08704e-05					9.5966e-11					4.15853e-10					7.57568
0.389557					8.16395e+32					8.16386e+32					-1.10895e-05					-9.17393e-10					-1.10898e-05					2.29348e-10					9.93843e-10					7.65878
0.395841					8.16395e+32					8.16386e+32					-1.13069e-05					-1.45078e-09					-1.13074e-05					3.62694e-10					1.57168e-09					7.74067
0.402124					8.16395e+32					8.16386e+32					-1.15226e-05					-1.98393e-09					-1.15232e-05					4.95983e-10					2.14926e-09					7.82134
0.408407					8.16395e+32					8.16385e+32					-1.17364e-05					-2.51677e-09					-1.17373e-05					6.29194e-10					2.72651e-09					7.90077
0.41469					8.16395e+32					8.16385e+32					-1.19484e-05					-3.04922e-09					-1.19494e-05					7.62305e-10					3.30332e-09					7.97895
0.420973					8.16395e+32					8.16385e+32					-1.21585e-05					-3.58118e-09					-1.21597e-05					8.95296e-10					3.87961e-09					8.05588
0.427257					8.16395e+32					8.16385e+32					-1.23667e-05					-4.11258e-09					-1.2368e-05					1.02815e-09					4.4553e-09					8.13153
0.43354					8.16395e+32					8.16385e+32					-1.25729e-05					-4.64333e-09					-1.25744e-05					1.16083e-09					5.03027e-09					8.2059
0.439823					8.16395e+32					8.16385e+32					-1.27771e-05					-5.17334e-09					-1.27788e-05					1.29334e-09					5.60446e-09					8.27897
0.446106					8.16395e+32					8.16384e+32					-1.29793e-05					-5.70254e-09					-1.29812e-05					1.42564e-09					6.17775e-09					8.35073
0.452389					8.16395e+32					8.16384e+32					-1.31795e-05					-6.23084e-09					-1.31816e-05					1.55771e-09					6.75008e-09					8.42118
0.458673					8.16395e+32					8.16384e+32					-1.33776e-05					-6.75815e-09					-1.33798e-05					1.68954e-09					7.32133e-09					8.49029
0.464956					8.16395e+32					8.16384e+32					-1.35735e-05					-7.2844e-09					-1.3576e-05					1.8211e-09					7.89143e-09					8.55807
0.471239					8.16395e+32					8.16384e+32					-1.37674e-05					-7.80949e-09					-1.377e-05					1.95237e-09					8.46029e-09					8.62449
0.477522					8.16395e+32					8.16384e+32					-1.3959e-05					-8.33336e-09					-1.39618e-05					2.08334e-09					9.0278e-09					8.68955
0.483805					8.16395e+32					8.16383e+32					-1.41485e-05					-8.8559e-09					-1.41514e-05					2.21398e-09					9.5939e-09					8.75324
0.490088					8.16395e+32					8.16383e+32					-1.43357e-05					-9.37705e-09					-1.43388e-05					2.34426e-09					1.01585e-08					8.81555
0.496372					8.16395e+32					8.16383e+32					-1.45206e-05					-9.89672e-09					-1.45239e-05					2.47418e-09					1.07214e-08					8.87647
0.502655					8.16395e+32					8.16383e+32					-1.47033e-05					-1.04148e-08					-1.47068e-05					2.60371e-09					1.12827e-08					8.93598
0.508938					8.16395e+32					8.16383e+32					-1.48836e-05					-1.09313e-08					-1.48873e-05					2.73282e-09					1.18422e-08					8.99408
0.515221					8.16395e+32					8.16383e+32					-1.50616e-05					-1.1446e-08					-1.50654e-05					2.8615e-09					1.23999e-08					9.05077
0.521504					8.16395e+32					8.16383e+32					-1.52372e-05					-1.19589e-08					-1.52412e-05					2.98974e-09					1.29555e-08					9.10602
0.527788					8.16395e+32					8.16382e+32					-1.54104e-05					-1.247e-08					-1.54146e-05					3.1175e-09					1.35092e-08					9.15983
0.534071					8.16395e+32					8.16382e+32					-1.55812e-05					-1.29791e-08					-1.55855e-05					3.24476e-09					1.40606e-08					9.2122
0.540354					8.16395e+32					8.16382e+32					-1.57495e-05					-1.34861e-08					-1.5754e-05					3.37152e-09					1.46099e-08					9.26312
0.546637					8.16395e+32					8.16382e+32					-1.59153e-05					-1.3991e-08					-1.592e-05					3.49774e-09					1.51569e-08					9.31257
0.55292					8.16395e+32					8.16382e+32					-1.60786e-05					-1.44936e-08					-1.60835e-05					3.62341e-09					1.57014e-08					9.36055
0.559203					8.16395e+32					8.16382e+32					-1.62394e-05					-1.4994e-08					-1.62444e-05					3.74851e-09					1.62435e-08					9.40705
0.565487					8.16395e+32					8.16382e+32					-1.63976e-05					-1.54921e-08					-1.64028e-05					3.87301e-09					1.67831e-08					9.45207
0.57177					8.16395e+32					8.16382e+32					-1.65532e-05					-1.59876e-08					-1.65586e-05					3.99691e-09					1.73199e-08					9.49559
0.578053					8.16395e+32					8.16381e+32					-1.67062e-05					-1.64807e-08					-1.67117e-05					4.12017e-09					1.78541e-08					9.53762
0.584336					8.16395e+32					8.16381e+32					-1.68566e-05					-1.69711e-08					-1.68623e-05					4.24279e-09					1.83854e-08					9.57814
0.590619					8.16395e+32					8.16381e+32					-1.70043e-05					-1.74589e-08					-1.70101e-05					4.36473e-09					1.89138e-08					9.61714
0.596903					8.16395e+32					8.16381e+32					-1.71493e-05					-1.79439e-08					-1.71553e-05					4.48598e-09					1.94393e-08					9.65463
0.603186					8.16395e+32					8.16381e+32					-1.72916e-05					-1.84261e-08					-1.72978e-05					4.60653e-09					1.99616e-08					9.69059
0.609469					8.16395e+32					8.16381e+32					-1.74312e-05					-1.89054e-08					-1.74375e-05					4.72634e-09					2.04808e-08					9.72503
0.615752					8.16395e+32					8.16381e+32					-1.7568e-05					-1.93817e-08					-1.75745e-05					4.84542e-09					2.09968e-08					9.75792
0.622035					8.16395e+32					8.16381e+32					-1.77021e-05					-1.98549e-08					-1.77087e-05					4.96372e-09					2.15095e-08					9.78928
0.628319					8.16395e+32					8.1638e+32					-1.78333e-05					-2.0325e-08					-1.78401e-05					5.08124e-09					2.20187e-08					9.81909
0.634602					8.16395e+32					8.1638e+32					-1.79618e-05					-2.07919e-08					-1.79687e-05					5.19796e-09					2.25245e-08					9.84735
0.640885					8.16395e+32					8.1638e+32					-1.80874e-05					-2.12555e-08					-1.80945e-05					5.31386e-09					2.30267e-08					9.87406
0.647168					8.16395e+32					8.1638e+32					-1.82101e-05					-2.17157e-08					-1.82174e-05					5.42892e-09					2.35253e-08					9.8992
0.653451					8.16395e+32					8.1638e+32					-1.833e-05					-2.21725e-08					-1.83374e-05					5.54313e-09					2.40202e-08					9.92279
0.659734					8.16395e+32					8.1638e+32					-1.8447e-05					-2.26258e-08					-1.84545e-05					5.65645e-09					2.45113e-08					9.9448
0.666018					8.16395e+32					8.1638e+32					-1.8561e-05					-2.30755e-08					-1.85687e-05					5.76889e-09					2.49985e-08					9.96525
0.672301					8.16395e+32					8.1638e+32					-1.86722e-05					-2.35216e-08					-1.868e-05					5.88041e-09					2.54818e-08					9.98412
0.678584					8.16395e+32					8.1638e+32					-1.87804e-05					-2.3964e-08					-1.87884e-05					5.991e-09					2.5961e-08					10.0014
0.684867					8.16395e+32					8.1638e+32					-1.88856e-05					-2.44026e-08					-1.88937e-05					6.10065e-09					2.64362e-08					10.0171
0.69115					8.16395e+32					8.1638e+32					-1.89878e-05					-2.48374e-08					-1.89961e-05					6.20934e-09					2.69071e-08					10.0313
0.697434					8.16395e+32					8.16379e+32					-1.90871e-05					-2.52682e-08					-1.90955e-05					6.31704e-09					2.73739e-08					10.0438
0.703717					8.16395e+32					8.16379e+32					-1.91833e-05					-2.5695e-08					-1.91918e-05					6.42375e-09					2.78363e-08					10.0548
0.71					8.16395e+32					8.16379e+32					-1.92765e-05					-2.61178e-08					-1.92852e-05					6.52944e-09					2.82943e-08					10.0642
0.716283					8.16395e+32					8.16379e+32					-1.93666e-05					-2.65364e-08					-1.93755e-05					6.6341e-09					2.87478e-08					10.0719
0.722566					8.16395e+32					8.16379e+32					-1.94537e-05					-2.69509e-08					-1.94627e-05					6.73772e-09					2.91968e-08					10.0781
0.728849					8.16395e+32					8.16379e+32					-1.95377e-05					-2.73611e-08					-1.95469e-05					6.84027e-09					2.96412e-08					10.0827
0.735133					8.16395e+32					8.16379e+32					-1.96187e-05					-2.7767e-08					-1.96279e-05					6.94174e-09					3.00809e-08					10.0858
0.741416					8.16395e+32					8.16379e+32					-1.96965e-05					-2.81684e-08					-1.97059e-05					7.04211e-09					3.05158e-08					10.0872
0.747699					8.16395e+32					8.16379e+32					-1.97712e-05					-2.85655e-08					-1.97808e-05					7.14137e-09					3.0946e-08					10.087
0.753982					8.16395e+32					8.16379e+32					-1.98428e-05					-2.8958e-08					-1.98525e-05					7.23951e-09					3.13712e-08					10.0852
0.760265					8.16395e+32					8.16379e+32					-1.99113e-05					-2.9346e-08					-1.99211e-05					7.3365e-09					3.17915e-08					10.0819
0.766549					8.16395e+32					8.16379e+32					-1.99766e-05					-2.97293e-08					-1.99866e-05					7.43233e-09					3.22068e-08					10.0769
0.772832					8.16395e+32					8.16379e+32					-2.00388e-05					-3.0108e-08					-2.00489e-05					7.52699e-09					3.2617e-08					10.0704
0.779115					8.16395e+32					8.16379e+32					-2.00978e-05					-3.04818e-08					-2.0108e-05					7.62046e-09					3.3022e-08					10.0623
0.785398					8.16395e+32					8.16379e+32					-2.01537e-05					-3.08509e-08					-2.01639e-05					7.71273e-09					3.34218e-08					10.0525
0.791681					8.16395e+32					8.16379e+32					-2.02063e-05					-3.12151e-08					-2.02167e-05					7.80378e-09					3.38164e-08					10.0412
0.797965					8.16395e+32					8.16378e+32					-2.02558e-05					-3.15744e-08					-2.02663e-05					7.89359e-09					3.42056e-08					10.0283
0.804248					8.16395e+32					8.16378e+32					-2.0302e-05					-3.19286e-08					-2.03127e-05					7.98216e-09					3.45894e-08					10.0139
0.810531					8.16395e+32					8.16378e+32					-2.03451e-05					-3.22779e-08					-2.03559e-05					8.06947e-09					3.49677e-08					9.99779
0.816814					8.16395e+32					8.16378e+32					-2.03849e-05					-3.2622e-08					-2.03958e-05					8.15551e-09					3.53405e-08					9.98015
0.823097					8.16395e+32					8.16378e+32					-2.04216e-05					-3.2961e-08					-2.04326e-05					8.24025e-09					3.57078e-08					9.96094
0.82938					8.16395e+32					8.16378e+32					-2.0455e-05					-3.32948e-08					-2.04661e-05					8.3237e-09					3.60694e-08					9.94015
0.835664					8.16395e+32					8.16378e+32					-2.04851e-05					-3.36233e-08					-2.04963e-05					8.40583e-09					3.64253e-08					9.9178
0.841947					8.16395e+32					8.16378e+32					-2.05121e-05					-3.39465e-08					-2.05234e-05					8.48664e-09					3.67754e-08					9.89388
0.84823					8.16395e+32					8.16378e+32					-2.05358e-05					-3.42644e-08					-2.05472e-05					8.5661e-09					3.71198e-08					9.86839
0.854513					8.16395e+32					8.16378e+32					-2.05562e-05					-3.45768e-08					-2.05677e-05					8.64421e-09					3.74582e-08					9.84135
0.860796					8.16395e+32					8.16378e+32					-2.05734e-05					-3.48838e-08					-2.05851e-05					8.72096e-09					3.77908e-08					9.81275
0.86708					8.16395e+32					8.16378e+32					-2.05874e-05					-3.51853e-08					-2.05991e-05					8.79633e-09					3.81174e-08					9.7826
0.873363					8.16395e+32					8.16378e+32					-2.05981e-05					-3.54812e-08					-2.06099e-05					8.87031e-09					3.8438e-08					9.75091
0.879646					8.16395e+32					8.16378e+32					-2.06056e-05					-3.57715e-08					-2.06175e-05					8.94289e-09					3.87525e-08					9.71768
0.885929					8.16395e+32					8.16378e+32					-2.06098e-05					-3.60562e-08					-2.06218e-05					9.01405e-09					3.90609e-08					9.68292
0.892212					8.16395e+32					8.16378e+32					-2.06107e-05					-3.63352e-08					-2.06228e-05					9.0838e-09					3.93631e-08					9.64662
0.898495					8.16395e+32					8.16378e+32					-2.06084e-05					-3.66084e-08					-2.06206e-05					9.15211e-09					3.96591e-08					9.6088
0.904779					8.16395e+32					8.16378e+32					-2.06028e-05					-3.68759e-08					-2.06151e-05					9.21897e-09					3.99489e-08					9.56947
0.911062					8.16395e+32					8.16378e+32					-2.0594e-05					-3.71375e-08					-2.06064e-05					9.28438e-09					4.02323e-08					9.52862
0.917345					8.16395e+32					8.16378e+32					-2.05819e-05					-3.73933e-08					-2.05944e-05					9.34832e-09					4.05094e-08					9.48627
0.923628					8.16395e+32					8.16378e+32					-2.05666e-05					-3.76432e-08					-2.05792e-05					9.41079e-09					4.07801e-08					9.44242
0.929911					8.16395e+32					8.16378e+32					-2.05481e-05					-3.78871e-08					-2.05607e-05					9.47177e-09					4.10443e-08					9.39708
0.936195					8.16395e+32					8.16378e+32					-2.05263e-05					-3.8125e-08					-2.0539e-05					9.53125e-09					4.13021e-08					9.35026
0.942478					8.16395e+32					8.16378e+32					-2.05012e-05					-3.83569e-08					-2.0514e-05					9.58923e-09					4.15533e-08					9.30196
0.948761					8.16395e+32					8.16378e+32					-2.04729e-05					-3.85828e-08					-2.04858e-05					9.6457e-09					4.1798e-08					9.25219
0.955044					8.16395e+32					8.16378e+32					-2.04414e-05					-3.88026e-08					-2.04543e-05					9.70064e-09					4.20361e-08					9.20096
0.961327					8.16395e+32					8.16378e+32					-2.04066e-05					-3.90162e-08					-2.04196e-05					9.75405e-09					4.22676e-08					9.14827
0.967611					8.16395e+32					8.16378e+32					-2.03687e-05					-3.92237e-08					-2.03817e-05					9.80592e-09					4.24923e-08					9.09414
0.973894					8.16395e+32					8.16378e+32					-2.03275e-05					-3.9425e-08					-2.03406e-05					9.85624e-09					4.27104e-08					9.03858
0.980177					8.16395e+32					8.16378e+32					-2.02831e-05					-3.962e-08					-2.02963e-05					9.90501e-09					4.29217e-08					8.98159
0.98646					8.16395e+32					8.16379e+32					-2.02355e-05					-3.98088e-08					-2.02487e-05					9.95221e-09					4.31262e-08					8.92318
0.992743					8.16395e+32					8.16379e+32					-2.01847e-05					-3.99913e-08					-2.0198e-05					9.99784e-09					4.3324e-08					8.86336
0.999026					8.16395e+32					8.16379e+32					-2.01307e-05					-4.01675e-08					-2.01441e-05					1.00419e-08					4.35148e-08					8.80214
1.00531					8.16395e+32					8.16379e+32					-2.00735e-05					-4.03374e-08					-2.0087e-05					1.00844e-08					4.36989e-08					8.73953
1.01159					8.16395e+32					8.16379e+32					-2.00132e-05					-4.05009e-08					-2.00267e-05					1.01252e-08					4.3876e-08					8.67554
1.01788					8.16395e+32					8.16379e+32					-1.99497e-05					-4.0658e-08					-1.99633e-05					1.01645e-08					4.40462e-08					8.61019
1.02416					8.16395e+32					8.16379e+32					-1.98831e-05					-4.08087e-08					-1.98967e-05					1.02022e-08					4.42094e-08					8.54347
1.03044					8.16395e+32					8.16379e+32					-1.98133e-05					-4.09529e-08					-1.98269e-05					1.02382e-08					4.43656e-08					8.4754
1.03673					8.16395e+32					8.16379e+32					-1.97404e-05					-4.10907e-08					-1.97541e-05					1.02727e-08					4.45149e-08					8.406
1.04301					8.16395e+32					8.16379e+32					-1.96643e-05					-4.12219e-08					-1.96781e-05					1.03055e-08					4.46571e-08					8.33526
1.04929					8.16395e+32					8.16379e+32					-1.95852e-05					-4.13467e-08					-1.9599e-05					1.03367e-08					4.47923e-08					8.26321
1.05558					8.16395e+32					8.16379e+32					-1.9503e-05					-4.14649e-08					-1.95168e-05					1.03662e-08					4.49203e-08					8.18986
1.06186					8.16395e+32					8.16379e+32					-1.94177e-05					-4.15766e-08					-1.94315e-05					1.03942e-08					4.50413e-08					8.11521
1.06814					8.16395e+32					8.16379e+32					-1.93293e-05					-4.16817e-08					-1.93432e-05					1.04204e-08					4.51552e-08					8.03928
1.07442					8.16395e+32					8.16379e+32					-1.92379e-05					-4.17803e-08					-1.92518e-05					1.04451e-08					4.5262e-08					7.96208
1.08071					8.16395e+32					8.16379e+32					-1.91434e-05					-4.18722e-08					-1.91574e-05					1.04681e-08					4.53616e-08					7.88363
1.08699					8.16395e+32					8.16379e+32					-1.90459e-05					-4.19575e-08					-1.90599e-05					1.04894e-08					4.5454e-08					7.80393
1.09327					8.16395e+32					8.1638e+32					-1.89454e-05					-4.20363e-08					-1.89594e-05					1.05091e-08					4.55393e-08					7.723
1.09956					8.16395e+32					8.1638e+32					-1.88419e-05					-4.21083e-08					-1.8856e-05					1.05271e-08					4.56173e-08					7.64084
1.10584					8.16395e+32					8.1638e+32					-1.87355e-05					-4.21737e-08					-1.87495e-05					1.05434e-08					4.56882e-08					7.55748
1.11212					8.16395e+32					8.1638e+32					-1.86261e-05					-4.22325e-08					-1.86401e-05					1.05581e-08					4.57519e-08					7.47293
1.11841					8.16395e+32					8.1638e+32					-1.85137e-05					-4.22846e-08					-1.85278e-05					1.05711e-08					4.58083e-08					7.3872
1.12469					8.16395e+32					8.1638e+32					-1.83984e-05					-4.233e-08					-1.84125e-05					1.05825e-08					4.58575e-08					7.3003
1.13097					8.16395e+32					8.1638e+32					-1.82802e-05					-4.23687e-08					-1.82943e-05					1.05922e-08					4.58994e-08					7.21225
1.13726					8.16395e+32					8.1638e+32					-1.81591e-05					-4.24008e-08					-1.81733e-05					1.06002e-08					4.59342e-08					7.12306
1.14354					8.16395e+32					8.1638e+32					-1.80352e-05					-4.24261e-08					-1.80493e-05					1.06065e-08					4.59616e-08					7.03274
1.14982					8.16395e+32					8.1638e+32					-1.79084e-05					-4.24447e-08					-1.79226e-05					1.06112e-08					4.59818e-08					6.94132
1.15611					8.16395e+32					8.16381e+32					-1.77788e-05					-4.24567e-08					-1.77929e-05					1.06142e-08					4.59947e-08					6.84879
1.16239					8.16395e+32					8.16381e+32					-1.76464e-05					-4.24619e-08					-1.76605e-05					1.06155e-08					4.60004e-08					6.75519
1.16867					8.16395e+32					8.16381e+32					-1.75111e-05					-4.24604e-08					-1.75253e-05					1.06151e-08					4.59988e-08					6.66052
1.17496					8.16395e+32					8.16381e+32					-1.73732e-05					-4.24523e-08					-1.73873e-05					1.06131e-08					4.599e-08					6.5648
1.18124					8.16395e+32					8.16381e+32					-1.72324e-05					-4.24374e-08					-1.72466e-05					1.06093e-08					4.59738e-08					6.46804
1.18752					8.16395e+32					8.16381e+32					-1.7089e-05					-4.24158e-08					-1.71031e-05					1.0604e-08					4.59505e-08					6.37026
1.19381					8.16395e+32					8.16381e+32					-1.69429e-05					-4.23875e-08					-1.6957e-05					1.05969e-08					4.59198e-08					6.27147
1.20009					8.16395e+32					8.16381e+32					-1.6794e-05					-4.23525e-08					-1.68082e-05					1.05881e-08					4.58819e-08					6.17169
1.20637					8.16395e+32					8.16381e+32					-1.66426e-05					-4.23109e-08					-1.66567e-05					1.05777e-08					4.58368e-08					6.07094
1.21265					8.16395e+32					8.16382e+32					-1.64885e-05					-4.22625e-08					-1.65026e-05					1.05656e-08					4.57844e-08					5.96923
1.21894					8.16395e+32					8.16382e+32					-1.63318e-05					-4.22075e-08					-1.63458e-05					1.05519e-08					4.57248e-08					5.86658
1.22522					8.16395e+32					8.16382e+32					-1.61725e-05					-4.21459e-08					-1.61865e-05					1.05365e-08					4.5658e-08					5.763
1.2315					8.16395e+32					8.16382e+32					-1.60107e-05					-4.20775e-08					-1.60247e-05					1.05194e-08					4.5584e-08					5.65851
1.23779					8.16395e+32					8.16382e+32					-1.58463e-05					-4.20025e-08					-1.58603e-05					1.05006e-08					4.55027e-08					5.55313
1.24407					8.16395e+32					8.16382e+32					-1.56794e-05					-4.19209e-08					-1.56934e-05					1.04802e-08					4.54143e-08					5.44687
1.25035					8.16395e+32					8.16382e+32					-1.55101e-05					-4.18327e-08					-1.5524e-05					1.04582e-08					4.53187e-08					5.33975
1.25664					8.16395e+32					8.16382e+32					-1.53383e-05					-4.17378e-08					-1.53522e-05					1.04345e-08					4.5216e-08					5.23179
