omega*t					L0, analytically					L0, numerically					Lprime					( Lprime - L0 ) / L0					dL_f/L0					dL_dot/L0
0					8.16395021977978e+32					8.16395052534409e+32					8.16396826912015e+32					2.17343013182128e-06					2.16320643104147e-06					1.02235590658119e-08
0.0628318530717959					8.16395021977978e+32					8.16395052534409e+32					8.16395780212677e+32					8.91331060752362e-07					8.82542711798514e-07					8.78804801946964e-09
0.125663706143592					8.16395021977978e+32					8.16395052534409e+32					8.16394722037236e+32					-4.04825056173109e-07					-4.12039233214875e-07					7.21394420613573e-09
0.188495559215388					8.16395021977978e+32					8.16395052534409e+32					8.16393669073986e+32					-1.69459677455908e-06					-1.70012307338035e-06					5.52607218326916e-09
0.251327412287183					8.16395021977978e+32					8.16395052534409e+32					8.16392637928648e+32					-2.95764379410015e-06					-2.96139495707395e-06					3.75105070095767e-09
0.314159265358979					8.16395021977978e+32					8.16395052534409e+32					8.1639164486314e+32					-4.17404693772161e-06					-4.17596387324312e-06					1.91687290832363e-09
0.376991118430775					8.16395021977978e+32					8.16395052534409e+32					8.16390705538843e+32					-5.32462262239324e-06					-5.32467534453161e-06					5.2464884839964e-11
0.439822971502571					8.16395021977978e+32					8.16395052534409e+32					8.16389834768876e+32					-6.39122630199282e-06					-6.38941350482876e-06					-1.81277054121851e-09
0.502654824574367					8.16395021977978e+32					8.16395052534409e+32					8.16389046286624e+32					-7.35703599164941e-06					-7.35338679730579e-06					-3.64941749294542e-09
0.565486677646163					8.16395021977978e+32					8.16395052534409e+32					8.16388352526284e+32					-8.20682107791447e-06					-8.2013927872883e-06					-5.42851095075196e-09
0.628318530717959					8.16395021977978e+32					8.16395052534409e+32					8.16387764429072e+32					-8.92717969630904e-06					-8.92005791374082e-06					-7.12199354802923e-09
0.691150383789754					8.16395021977978e+32					8.16395052534409e+32					8.16387291269562e+32					-9.50675144638333e-06					-9.49804839830923e-06					-8.70315805258285e-09
0.75398223686155					8.16395021977978e+32					8.16395052534409e+32					8.16386940510138e+32					-9.93639567761861e-06					-9.92624898577534e-06					-1.01470685556333e-08
0.816814089933346					8.16395021977978e+32					8.16395052534409e+32					8.16386717681713e+32					-1.02093375868197e-05					-1.01979066970857e-05					-1.14309537259946e-08
