x					y					theta					phi
0.0025					0.004330127019					0.005000020834					1.047197551
-0.005					6.123233996e-19					0.005000020834					3.141592654
0.0025					-0.004330127019					0.005000020834					5.235987756
0.01409538931					0.00513030215					0.01500056256					0.3490658504
0.0075					0.01299038106					0.01500056256					1.047197551
-0.002604722665					0.0147721163					0.01500056256					1.745329252
-0.01149066665					0.009641814145					0.01500056256					2.443460953
-0.015					1.836970199e-18					0.01500056256					3.141592654
-0.01149066665					-0.009641814145					0.01500056256					3.839724354
-0.002604722665					-0.0147721163					0.01500056256					4.537856055
0.0075					-0.01299038106					0.01500056256					5.235987756
0.01409538931					-0.00513030215					0.01500056256					5.934119457
0.02445369002					0.00519779227					0.0250026049					0.2094395102
0.02022542486					0.01469463131					0.0250026049					0.6283185307
0.0125					0.02165063509					0.0250026049					1.047197551
0.002613211582					0.02486304738					0.0250026049					1.466076572
-0.007725424859					0.02377641291					0.0250026049					1.884955592
-0.01672826516					0.01857862064					0.0250026049					2.303834613
-0.02283863644					0.01016841608					0.0250026049					2.722713633
-0.025					3.061616998e-18					0.0250026049					3.141592654
-0.02283863644					-0.01016841608					0.0250026049					3.560471674
-0.01672826516					-0.01857862064					0.0250026049					3.979350695
-0.007725424859					-0.02377641291					0.0250026049					4.398229715
0.002613211582					-0.02486304738					0.0250026049					4.817108736
0.0125					-0.02165063509					0.0250026049					5.235987756
0.02022542486					-0.01469463131					0.0250026049					5.654866776
0.02445369002					-0.00519779227					0.0250026049					6.073745797
0.03460907892					0.005216479316					0.03500714978					0.1495996502
0.03153391038					0.01518593087					0.03500714978					0.4487989505
0.02565681551					0.02380604582					0.03500714978					0.7479982509
0.0175					0.03031088913					0.03500714978					1.047197551
0.007788232688					0.03412247693					0.03500714978					1.346396852
-0.002615553276					0.0349021329					0.03500714978					1.645596152
-0.01278693585					0.0325805812					0.03500714978					1.944795452
-0.02182214307					0.02736410189					0.03500714978					2.243994753
-0.0289183571					0.01971620203					0.03500714978					2.543194053
-0.0334450482					0.0103164311					0.03500714978					2.842393353
-0.035					4.286263797e-18					0.03500714978					3.141592654
-0.0334450482					-0.0103164311					0.03500714978					3.440791954
-0.0289183571					-0.01971620203					0.03500714978					3.739991254
-0.02182214307					-0.02736410189					0.03500714978					4.039190555
-0.01278693585					-0.0325805812					0.03500714978					4.338389855
-0.002615553276					-0.0349021329					0.03500714978					4.637589155
0.007788232688					-0.03412247693					0.03500714978					4.936788456
0.0175					-0.03031088913					0.03500714978					5.235987756
0.02565681551					-0.02380604582					0.03500714978					5.535187056
0.03153391038					-0.01518593087					0.03500714978					5.834386357
0.03460907892					-0.005216479316					0.03500714978					6.133585657
0.0446957261					0.005224181136					0.04501520136					0.1163552835
0.04228616794					0.01539090645					0.04501520136					0.3490658504
0.03759695151					0.02472790401					0.04501520136					0.5817764173
0.0308808737					0.03273181387					0.04501520136					0.8144869843
0.0225					0.03897114317					0.04501520136					1.047197551
0.01290614547					0.04310952805					0.04501520136					1.279908118
0.002616517301					0.04492386712					0.04501520136					1.512618685
-0.007814167995					0.04431634889					0.04501520136					1.745329252
-0.01782358947					0.04131972481					0.04501520136					1.978039819
-0.02687213663					0.03609554367					0.04501520136					2.210750386
-0.03447199994					0.02892544244					0.04501520136					2.443460953
-0.04021346881					0.02019596311					0.04501520136					2.67617152
-0.04378701918					0.01037771418					0.04501520136					2.908882087
-0.045					5.510910596e-18					0.04501520136					3.141592654
-0.04378701918					-0.01037771418					0.04501520136					3.374303221
-0.04021346881					-0.02019596311					0.04501520136					3.607013787
-0.03447199994					-0.02892544244					0.04501520136					3.839724354
-0.02687213663					-0.03609554367					0.04501520136					4.072434921
-0.01782358947					-0.04131972481					0.04501520136					4.305145488
-0.007814167995					-0.04431634889					0.04501520136					4.537856055
0.002616517301					-0.04492386712					0.04501520136					4.770566622
0.01290614547					-0.04310952805					0.04501520136					5.003277189
0.0225					-0.03897114317					0.04501520136					5.235987756
0.0308808737					-0.03273181387					0.04501520136					5.468698323
0.03759695151					-0.02472790401					0.04501520136					5.70140889
0.04228616794					-0.01539090645					0.04501520136					5.934119457
0.0446957261					-0.005224181136					0.04501520136					6.166830024
0.05475095574					0.005228082382					0.05502776698					0.09519977738
0.05277211355					0.01549529063					0.05502776698					0.2855993321
0.04888594968					0.0252024587					0.05502776698					0.4759988869
0.04323292021					0.03399874424					0.05502776698					0.6663984417
0.03601734037					0.04156622659					0.05502776698					0.8567979964
0.0275					0.04763139721					0.05502776698					1.047197551
0.01798873798					0.05197504503					0.05502776698					1.237597106
0.007827316105					0.0544401793					0.05502776698					1.427996661
-0.00261700537					0.05493770366					0.05502776698					1.618396215
-0.01296674145					0.05344963626					0.05502776698					1.80879577
-0.02284782572					0.05002975974					0.05502776698					1.999195325
-0.03190313003					0.04480167736					0.05502776698					2.18959488
-0.0398053721					0.03795434563					0.05502776698					2.379994435
-0.04626894431					0.02973524496					0.05502776698					2.570393989
-0.05106023632					0.02044143506					0.05502776698					2.760793544
-0.05400607835					0.01040881844					0.05502776698					2.951193099
-0.055					6.735557395e-18					0.05502776698					3.141592654
-0.05400607835					-0.01040881844					0.05502776698					3.331992208
-0.05106023632					-0.02044143506					0.05502776698					3.522391763
-0.04626894431					-0.02973524496					0.05502776698					3.712791318
-0.0398053721					-0.03795434563					0.05502776698					3.903190873
-0.03190313003					-0.04480167736					0.05502776698					4.093590427
-0.02284782572					-0.05002975974					0.05502776698					4.283989982
-0.01296674145					-0.05344963626					0.05502776698					4.474389537
-0.00261700537					-0.05493770366					0.05502776698					4.664789092
0.007827316105					-0.0544401793					0.05502776698					4.855188646
0.01798873798					-0.05197504503					0.05502776698					5.045588201
0.0275					-0.04763139721					0.05502776698					5.235987756
0.03601734037					-0.04156622659					0.05502776698					5.426387311
0.04323292021					-0.03399874424					0.05502776698					5.616786866
0.04888594968					-0.0252024587					0.05502776698					5.80718642
0.05277211355					-0.01549529063					0.05502776698					5.997585975
0.05475095574					-0.005228082382					0.05502776698					6.18798553
0.06478922503					0.005230326967					0.06504585807					0.08055365778
0.06311121813					0.01555551818					0.06504585807					0.2416609734
0.05979866384					0.02547782964					0.06504585807					0.4027682889
0.05493735556					0.0347402787					0.06504585807					0.5638756045
0.04865319863					0.04310297279					0.06504585807					0.7249829201
0.04110894941					0.05034932252					0.06504585807					0.8860902356
0.0325					0.05629165125					0.06504585807					1.047197551
0.02304931766					0.06077605577					0.06504585807					1.208304867
0.0130016701					0.06368639238					0.06504585807					1.369412182
0.002617286107					0.06494728488					0.06504585807					1.530519498
-0.007834884217					0.06452607682					0.06504585807					1.691626813
-0.01808413515					0.06243367726					0.06504585807					1.852734129
-0.02786501649					0.05872427825					0.06504585807					2.013841445
-0.03692420854					0.05349395128					0.06504585807					2.17494876
-0.04502708298					0.04687815908					0.06504585807					2.336056076
-0.05196377962					0.03904824718					0.06504585807					2.497163391
-0.05755464167					0.03020700618					0.06504585807					2.658270707
-0.06165486873					0.0205834196					0.06504585807					2.819378022
-0.06415826707					0.01042673326					0.06504585807					2.980485338
-0.065					7.960204194e-18					0.06504585807					3.141592654
-0.06415826707					-0.01042673326					0.06504585807					3.302699969
-0.06165486873					-0.0205834196					0.06504585807					3.463807285
-0.05755464167					-0.03020700618					0.06504585807					3.6249146
-0.05196377962					-0.03904824718					0.06504585807					3.786021916
-0.04502708298					-0.04687815908					0.06504585807					3.947129231
-0.03692420854					-0.05349395128					0.06504585807					4.108236547
-0.02786501649					-0.05872427825					0.06504585807					4.269343863
-0.01808413515					-0.06243367726					0.06504585807					4.430451178
-0.007834884217					-0.06452607682					0.06504585807					4.591558494
0.002617286107					-0.06494728488					0.06504585807					4.752665809
0.0130016701					-0.06368639238					0.06504585807					4.913773125
0.02304931766					-0.06077605577					0.06504585807					5.07488044
0.0325					-0.05629165125					0.06504585807					5.235987756
0.04110894941					-0.05034932252					0.06504585807					5.397095072
0.04865319863					-0.04310297279					0.06504585807					5.558202387
0.05493735556					-0.0347402787					0.06504585807					5.719309703
0.05979866384					-0.02547782964					0.06504585807					5.880417018
0.06311121813					-0.01555551818					0.06504585807					6.041524334
0.06478922503					-0.005230326967					0.06504585807					6.202631649
0.07481730377					0.005231735531					0.07507049108					0.06981317008
0.07336107006					0.01559337681					0.07507049108					0.2094395102
0.07047694656					0.02565151075					0.07507049108					0.3490658504
0.06622106946					0.03521036721					0.07507049108					0.4886921906
0.06067627458					0.04408389392					0.07507049108					0.6283185307
0.05395048503					0.05209937778					0.07507049108					0.7679448709
0.04617461065					0.05910080652					0.07507049108					0.907571211
0.0375					0.06495190528					0.07507049108					1.047197551
0.02809549451					0.06953878909					0.07507049108					1.186823891
0.01814414217					0.07277217947					0.07507049108					1.326450232
0.007839634745					0.07458914215					0.07507049108					1.466076572
-0.002617462253					0.07495431203					0.07507049108					1.605702912
-0.01302361333					0.07386058148					0.07507049108					1.745329252
-0.02317627458					0.07132923872					0.07507049108					1.884955592
-0.03287783601					0.06740955347					0.07507049108					2.024581932
-0.04193946776					0.06217781794					0.07507049108					2.164208272
-0.05018479548					0.05573586191					0.07507049108					2.303834613
-0.05745333323					0.04820907073					0.07507049108					2.443460953
-0.06360360721					0.03974394482					0.07507049108					2.583087293
-0.06851590932					0.03050524823					0.07507049108					2.722713633
-0.0720946272					0.02067280169					0.07507049108					2.862339973
-0.07427010516					0.01043798257					0.07507049108					3.001966313
-0.075					9.184850994e-18					0.07507049108					3.141592654
-0.07427010516					-0.01043798257					0.07507049108					3.281218994
-0.0720946272					-0.02067280169					0.07507049108					3.420845334
-0.06851590932					-0.03050524823					0.07507049108					3.560471674
-0.06360360721					-0.03974394482					0.07507049108					3.700098014
-0.05745333323					-0.04820907073					0.07507049108					3.839724354
-0.05018479548					-0.05573586191					0.07507049108					3.979350695
-0.04193946776					-0.06217781794					0.07507049108					4.118977035
-0.03287783601					-0.06740955347					0.07507049108					4.258603375
-0.02317627458					-0.07132923872					0.07507049108					4.398229715
-0.01302361333					-0.07386058148					0.07507049108					4.537856055
-0.002617462253					-0.07495431203					0.07507049108					4.677482395
0.007839634745					-0.07458914215					0.07507049108					4.817108736
0.01814414217					-0.07277217947					0.07507049108					4.956735076
0.02809549451					-0.06953878909					0.07507049108					5.096361416
0.0375					-0.06495190528					0.07507049108					5.235987756
0.04617461065					-0.05910080652					0.07507049108					5.375614096
0.05395048503					-0.05209937778					0.07507049108					5.515240436
0.06067627458					-0.04408389392					0.07507049108					5.654866776
0.06622106946					-0.03521036721					0.07507049108					5.794493117
0.07047694656					-0.02565151075					0.07507049108					5.934119457
0.07336107006					-0.01559337681					0.07507049108					6.073745797
0.07481730377					-0.005231735531					0.07507049108					6.213372137
0.08483878294					0.005232677021					0.08510268838					0.06159985595
0.08355271347					0.01561870901					0.08510268838					0.1847995679
0.08100007004					0.0257679773					0.08510268838					0.3079992798
0.0772195481					0.03552662932					0.08510268838					0.4311989917
0.07226845654					0.04474673384					0.08510268838					0.5543987036
0.06622184883					0.0532885235					0.08510268838					0.6775984155
0.05917138541					0.06102251346					0.08510268838					0.8007981274
0.05122394409					0.06783146432					0.08510268838					0.9239978393
0.0425					0.07361215932					0.08510268838					1.047197551
0.03313179923					0.07827696903					0.08510268838					1.170397263
0.02326135416					0.08175517967					0.08510268838					1.293596975
